-0.066	2.5194	0	0	-0.066	2.5194	0	2.75	0	1
0.0150843	3.3397	0.23669	0.696416	0.049058	3.38394	-0.0282	3.1487	-0.1253	0.9921
-0.0608419	3.69689	-0.206075	0.857445	-0.0645	3.7087	-0.1062	3.5408	-0.2487	0.9686
-0.0938211	3.90036	-0.104397	1.30274	-0.0801948	3.42596	-0.2327	3.92	-0.3681	0.9298
-0.219243	4.2334	-0.343643	0.770777	-0.2283	4.1981	-0.4058	4.2803	-0.4818	0.8763
-0.483398	4.68062	-0.650307	0.754704	-0.525446	4.9336	-0.6226	4.6162	-0.5878	0.809
-0.91338	4.94427	-1.11965	0.648389	-0.9316	4.9383	-0.8798	4.9222	-0.6845	0.729
-1.22634	5.25952	-0.758703	0.794527	-1.21073	5.27042	-1.1734	5.1935	-0.7705	0.6374
-1.55553	5.43207	-0.811543	0.389038	-1.5544	5.4063	-1.4986	5.4259	-0.8443	0.5358
-1.8398	5.88832	-0.616135	0.935433	-1.88904	6.12836	-1.8504	5.6157	-0.9048	0.4258
-2.2062	5.71378	-0.852042	-0.582267	-2.2005	5.6199	-2.2232	5.76	-0.9511	0.309
-2.63118	5.86354	-1.06845	0.424349	-2.67887	6.01482	-2.6111	5.8563	-0.9823	0.1874
-2.90951	6.14063	-0.703254	0.697236	-2.8978	6.1525	-3.0081	5.9033	-0.998	0.0628
-3.23321	6.00792	-1.07055	0.103607	-3.0538	5.61522	-3.4078	5.9002	-0.998	-0.0628
-3.87085	5.91723	-1.55032	-0.21251	-3.8854	5.905	-3.804	5.847	-0.9823	-0.1874
-4.5037	5.7085	-1.57799	-0.553358	-4.49878	5.67491	-4.1904	5.7445	-0.9511	-0.309
-4.50277	5.81876	-0.0674601	0.141136	-4.445	5.8292	-4.5609	5.5945	-0.9048	-0.4258
-4.89371	5.62933	-1.01943	-0.554791	-4.9794	5.57974	-4.9097	5.3991	-0.8443	-0.5358
-5.14218	5.34097	-0.605174	-0.772591	-5.1199	5.3222	-5.2312	5.1616	-0.7705	-0.6374
-5.27722	5.05758	-0.16151	-0.847921	-5.32771	5.12793	-5.5205	4.8857	-0.6846	-0.729
-5.79368	4.77763	-1.36189	-0.582849	-5.86	4.8112	-5.7729	4.5757	-0.5878	-0.809
-6.19028	4.27114	-1.20019	-1.14919	-5.99026	4.10865	-5.9844	4.2365	-0.4818	-0.8763
