0.0737	3.1742	0	0	0.0737	3.1742	-0.0517	3.2969	-0.1719	0.9851
-0.406783	4.11487	-0.600531	1.17569	-0.4068	4.1149	-0.2923	4.0577	-0.4115	0.9114
-0.720082	4.64108	-0.32919	0.502977	-0.7188	4.6379	-0.7145	4.7347	-0.6252	0.7804
-1.35929	5.04182	-1.03648	0.499894	-1.3642	5.0418	-1.2919	5.2854	-0.7997	0.6004
-2.01371	5.51445	-0.697159	0.641086	-2.0112	5.5155	-1.988	5.6753	-0.9239	0.3827
-2.57544	5.86213	-0.704987	0.31792	-2.5755	5.8597	-2.7593	5.8798	-0.99	0.1409
-3.52392	6.04289	-1.45855	0.173715	-3.5296	6.0418	-3.5572	5.8861	-0.994	-0.1097
-4.24362	5.986	-0.581771	-0.210339	-4.237	5.9831	-4.3315	5.6937	-0.9354	-0.3535
-5.03281	5.41496	-1.21672	-1.00019	-5.0376	5.409	-5.0337	5.3148	-0.8182	-0.575
-5.71018	4.68733	-0.636221	-0.857973	-5.7058	4.6884	-5.6197	4.7732	-0.6495	-0.7604
-6.21802	4.05086	-0.633981	-0.760085	-6.218	4.0516	-6.0525	4.1029	-0.44	-0.898
-6.28058	3.10934	0.237988	-1.41405	-6.274	3.1044	-6.305	3.346	-0.2028	-0.9792
-6.3264	2.46016	-0.225259	-0.468642	-6.3299	2.4673	-6.3614	2.5501	0.0471	-0.9989
-6.38608	1.62817	0.0111105	-1.36505	-6.3843	1.6214	-6.218	1.7652	0.294	-0.9558
-6.0057	1.24254	0.739675	0.0203453	-6.0002	1.253	-5.884	1.0406	0.5225	-0.8527
-5.10271	0.434011	1.35009	-1.59723	-5.0981	0.4218	-5.3802	0.4218	0.7181	-0.6959
-4.49284	-0.48176	0.427947	-0.887261	-4.4998	-0.4764	-4.7384	-0.0523	0.8686	-0.4955
-4.01116	-0.371245	0.701174	0.721526	-4.0091	-0.3591	-3.9988	-0.3518	0.9646	-0.2639
-3.07249	-0.431167	1.44197	-0.528015	-3.0669	-0.4406	-3.208	-0.458	0.9999	-0.0157
-2.43624	-0.456183	0.427415	0.251342	-2.4439	-0.4503	-2.4157	-0.3642	0.9724	0.2334
-1.69787	-0.17607	1.2049	0.406351	-1.692	-0.1749	-1.6715	-0.0764	0.8838	0.4679
-1.28189	0.538927	0.130305	1.17104	-1.29	0.5447	-1.0223	0.3876	0.7397	0.673
-0.229635	1.04498	1.9895	0.326207	-0.2156	1.0386	-0.5089	0.9983	0.5491	0.8358
0.00843879	1.79082	-0.664985	1.27713	-0.0116	1.798	-0.1635	1.7176	0.324	0.9461
0.183138	2.59295	0.720942	0.846508	0.1936	2.5897	-0.0079	2.5002	0.0785	0.9969
0.0118743	3.38214	-0.74604	1.06613	0.0008	3.3838	0.0345	3.2982	0.1409	0.99
0.395288	4.48855	1.17638	1.56329	0.4098	4.4923	0.2511	4.0662	0.3827	0.9239
0.386464	4.51739	-0.686582	-0.832837	0.3724	4.4993	0.6518	4.7561	0.6004	0.7997
1.33148	5.27512	2.24394	1.95985	1.3536	5.2962	1.2116	5.3248	0.7804	0.6252
1.74988	5.92982	-0.456083	0.168957	1.7295	5.9163	1.8952	5.7363	0.9114	0.4115
2.61558	5.88477	1.95725	-0.184477	2.6338	5.8821	2.6596	5.9649	0.9851	0.1719
3.42411	5.73306	0.472118	-0.192568	3.4129	5.733	3.4569	5.9962	0.9969	-0.0785
4.23341	5.92389	1.31856	0.483812	4.2398	5.929	4.2369	5.8283	0.9461	-0.3239
4.84477	5.4395	0.448798	-1.22523	4.8382	5.4266	4.9507	5.4717	0.8358	-0.549
5.42769	5.12761	0.887865	0.0853892	5.431	5.1375	5.5533	4.9487	0.673	-0.7396
5.93481	4.20635	0.489416	-1.85531	5.9318	4.1917	6.007	4.2923	0.4679	-0.8838
6.01205	3.55497	-0.126953	-0.221922	6.0074	3.5673	6.2832	3.5437	0.2334	-0.9724
6.47504	2.84193	0.980223	-1.27213	6.4834	2.834	6.3645	2.75	-0.0157	-0.9999
6.0433	1.87071	-1.40439	-1.18096	6.0253	1.8714	6.2459	1.961	-0.2639	-0.9646
5.91378	1.25355	0.544994	-0.538472	5.9285	1.2584	5.9347	1.2262	-0.4955	-0.8686
5.47929	0.72485	-1.16218	-0.730514	5.4664	0.7234	5.4507	0.5919	-0.6959	-0.7181
5.01048	-0.0392399	-0.258217	-1.08289	5.0173	-0.0419	4.8241	0.0979	-0.8526	-0.5225
4.15156	-0.468865	-1.53757	-0.226475	4.1419	-0.4624	4.0943	-0.2247	-0.9558	-0.294
3.34178	-0.349352	-0.713341	0.363233	3.348	-0.3449	3.3072	-0.3557	-0.9989	-0.0471
2.57155	-0.370288	-1.10469	-0.247713	2.5686	-0.3749	2.5123	-0.2868	-0.9792	0.2028
1.46539	-0.173941	-1.54087	0.526	1.4621	-0.1681	1.7594	-0.0225	-0.898	0.4399
0.930075	0.491676	-0.173198	1.00612	0.9404	0.4953	1.096	0.4208	-0.7604	0.6494
0.672561	1.06286	-0.40649	0.547772	0.6708	1.0594	0.5637	1.0152	-0.575	0.8181
-0.0113886	1.68448	-1.11007	0.907463	-0.0167	1.6872	0.1959	1.7233	-0.3535	0.9354
0.314724	2.50293	1.27111	1.08882	0.3327	2.5043	0.0157	2.5006	-0.1097	0.994
