0	0	116.611	12.2921	0	0	0	0	0	0
9.52501e+08	-1.46921e+10	82.5838	-13.1135	0	0	0	0	0	0
1.55945	-0.138502	91.7566	-30.161	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.55945	-0.138502	4.47299e+10	5.28996e+11	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
-7.59303	-129.846	1142.28	12878.3	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
268.11	850.208	616.677	874.928	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
9.93062	13.6515	-504.006	-1940.06	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
43.3052	-11.501	-415.438	-1945.54	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
7.10966	-13.0057	155.301	1329.48	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
24.9944	-2.52834	190.413	1336.04	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
12.9028	11.2179	-148.362	-923.987	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
25.7838	-4.04996	-113.369	-937.647	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
12.9323	-4.58099	48.0841	677.64	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
14.3131	-1.03862	52.0242	683.309	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
17.0206	8.07652	-37.7597	-506.323	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
21.5925	-1.1295	-19.5143	-518.257	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
18.9495	-0.366374	0.452561	403.951	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.128	0.0678164	0.967066	404.748	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3256	7.96235	1.96043	-314.981	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
24.4954	1.4401	21.2417	-323.633	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.329	2.91089	-26.587	264.892	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.4611	2.78414	-26.8924	264.477	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.3952	9.13853	22.1851	-211.081	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
28.6398	5.11071	39.9089	-216.593	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.9643	6.27189	-37.1469	180.847	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.9593	6.52061	-36.5855	181.592	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.658	11.3884	29.0789	-145.173	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
33.2524	9.26976	42.1011	-148.388	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.988	9.46441	-35.8399	121.902	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
35.1711	10.1346	-33.4611	124.51	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
