-0.0345176	3.25512	0	0	-0.0345176	3.25512	-0.0712	3.395	-0.2028	0.9792
-0.223024	3.99353	-0.236616	1.01829	-0.263707	3.98348	-0.3356	4.1478	-0.4399	0.898
-0.628303	4.83643	-0.520501	0.599443	-0.654002	5.00616	-0.7789	4.8112	-0.6494	0.7604
-1.1551	4.88277	-0.871318	0.213977	-1.06738	4.56271	-1.3732	5.3436	-0.8181	0.575
-1.96699	5.38194	-0.823211	0.356715	-2.0964	5.72525	-2.0813	5.7114	-0.9354	0.3535
-2.98669	5.83802	-1.34069	0.326507	-3.13548	6.07743	-2.8586	5.8916	-0.994	0.1097
-3.75146	6.07689	-0.567401	0.040736	-3.80888	6.16663	-3.6563	5.8728	-0.99	-0.1409
-4.64801	5.62613	-1.38608	-0.817534	-4.59936	5.55793	-4.4242	5.6562	-0.9239	-0.3827
-5.30995	5.20614	-0.627106	-0.390859	-5.26674	5.16756	-5.1142	5.2554	-0.7997	-0.6004
-5.58023	4.6929	-0.0341238	-0.903226	-5.59435	4.70338	-5.6828	4.6957	-0.6253	-0.7804
-5.67073	4.03202	-0.0315875	-0.850115	-5.74793	4.0861	-6.0944	4.0121	-0.4115	-0.9114
-6.15176	3.39592	-0.559421	-0.902845	-6.42147	3.51968	-6.323	3.2476	-0.1719	-0.9851
-6.40737	2.3249	0.0732537	-1.65595	-6.44984	2.34263	-6.3543	2.4503	0.0784	-0.9969
-5.95989	1.85495	0.693906	-0.11392	-5.82712	1.80441	-6.1864	1.6703	0.3239	-0.9461
-5.70721	0.783806	0.0884516	-1.95485	-5.65287	0.749926	-5.8297	0.9566	0.549	-0.8358
-5.3255	0.253168	0.423101	-0.0898415	-5.12102	0.196707	-5.3068	0.3539	0.7396	-0.673
-5.0529	-0.165184	0.403376	-0.824135	-5.1209	-0.178241	-4.6504	-0.0997	0.8838	-0.468
-4.36553	-0.319541	0.8249	0.00897824	-4.11533	-0.331971	-3.9018	-0.3759	0.9724	-0.2335
-3.36601	-0.483728	1.04396	-0.279636	-3.07567	-0.426508	-3.108	-0.4572	0.9999	0.0157
-2.52575	-0.375957	1.06541	0.395193	-2.50236	-0.380992	-2.319	-0.3386	0.9646	0.2638
-1.76342	-0.0329565	0.970422	0.440699	-1.82251	-0.0322486	-1.5843	-0.0275	0.8686	0.4954
-1.04007	0.55821	0.452553	1.06779	-0.832195	0.471735	-0.95	0.4566	0.7181	0.6959
-0.510262	1.2662	0.578136	1.17009	-0.407551	0.985017	-0.456	1.0832	0.5225	0.8526
-0.119027	1.80469	0.388942	0.700976	-0.090526	1.54295	-0.1334	1.813	0.2941	0.9558
-0.108331	2.35709	-0.210488	1.67505	-0.0841047	1.82296	-0.0024	2.6	0.0471	0.9989
0.0543824	3.685	0.548863	1.22593	0.0582842	3.88626	0.0509	3.3969	0.172	0.9851
0.141492	4.26486	-0.106712	0.98919	0.148274	3.86986	0.2915	4.1576	0.4115	0.9114
0.741829	5.0091	1.29808	0.895181	0.745679	4.96421	0.7137	4.8347	0.6253	0.7804
1.43551	5.60274	0.619056	0.627818	1.43263	5.57352	1.2911	5.3854	0.7997	0.6004
2.11375	5.90769	0.908068	-0.0101667	2.14931	5.99963	1.9873	5.7753	0.9239	0.3827
2.78516	6.16079	0.687326	0.354699	2.83764	6.29674	2.7585	5.9798	0.99	0.1409
3.61293	5.93613	1.40964	-0.14472	3.4131	5.6312	3.5564	5.9861	0.994	-0.1098
4.23878	5.64016	0.774893	-0.354289	4.0888	5.42913	4.3308	5.7937	0.9354	-0.3535
4.86995	5.49952	0.748104	-0.153315	4.91787	5.55657	5.033	5.4148	0.8181	-0.575
5.70429	4.7692	0.959126	-1.4605	5.73342	4.79402	5.6189	4.8732	0.6494	-0.7604
6.17847	4.01807	0.113994	-0.759314	6.29269	4.10032	6.0517	4.2029	0.4399	-0.898
6.20758	3.26692	0.0787093	-0.950523	6.12761	3.22679	6.3042	3.446	0.2028	-0.9792
6.45804	2.61344	-0.0987239	-0.85888	6.76494	2.73422	6.3606	2.6501	-0.0471	-0.9989
6.19629	2.1593	-0.215462	-0.378882	6.05156	2.11346	6.2172	1.8651	-0.2941	-0.9558
5.9903	0.726439	-0.110645	-2.38758	5.69549	0.721454	5.8832	1.1405	-0.5225	-0.8526
5.54204	0.199084	-0.555344	0.0710347	5.27662	0.106602	5.3794	0.5218	-0.7181	-0.6959
4.7058	0.141144	-1.12625	0.0045112	4.5495	0.144723	4.7376	0.0477	-0.8686	-0.4955
3.9399	-0.272859	-0.752289	-0.814096	3.88188	-0.287394	3.998	-0.2518	-0.9646	-0.2639
3.03585	-0.551265	-1.38715	-0.0902542	2.96023	-0.566242	3.2072	-0.358	-0.9999	-0.0157
2.20837	-0.327128	-1.04015	0.577013	2.3371	-0.30721	2.4149	-0.2643	-0.9724	0.2334
1.82851	0.103708	-0.355811	0.443209	2.03854	0.0893453	1.6707	0.0236	-0.8838	0.4679
1.13302	0.596967	-1.10873	0.785084	1.02026	0.485064	1.0215	0.4875	-0.7396	0.673
0.508289	1.17661	-0.476844	0.805802	0.472963	1.08139	0.5081	1.0983	-0.549	0.8358
0.180483	1.83317	-0.346938	0.945753	0.17565	1.77573	0.1627	1.8176	-0.3239	0.9461
-0.0355437	2.56641	-0.214538	1.40796	-0.031255	2.29739	0.0071	2.6002	-0.0785	0.9969
